id,purpose,description,sentiment,sentiment_score,sentiment_confidence,text_length,word_count,sentence_count,has_positive_words,has_negative_words,has_financial_terms,target_5%,default_prob_5%,target_10%,default_prob_10%,target_15%,default_prob_15%
5138,business,Expanding my successful small business. I have excellent credit and proven track record. I have a stable job with good income and excellent credit history. I am optimistic about my financial future. I have discussed this with my financial advisor and feel confident about this decision.,POSITIVE,0.7055555555555556,0.7747598016902099,286,46,6,1,0,1,0,0.1675161766057147,1,0.2029725646730412,1,0.2669562365586335
5139,business,Need capital for business development. I have different projects that require financing. My financial situation is normal with regular income. I plan to manage this loan responsibly.,NEUTRAL,0.535,0.6429314223044948,182,27,5,0,0,1,0,0.15832961768274112,0,0.2096450004395442,1,0.2549863926100215
5140,debt_consolidation,Need to consolidate my current debts.,NEUTRAL,0.5,0.6067532448265074,37,6,2,0,0,1,0,0.14496973872902663,1,0.20280649030952907,0,0.2549554033435559
5141,medical,Need loan for healthcare expenses. I have different medical costs to address. I have a regular income and standard credit history. I plan to manage this loan responsibly.,NEUTRAL,0.52,0.8652924722932358,170,28,5,0,0,1,0,0.15482364717771727,1,0.20550554129430576,0,0.25394225321567643
5142,medical,Planning elective surgery with good insurance coverage. I have stable income and excellent credit. My financial situation is stable with consistent income and good credit. I have carefully considered this financial decision. I have considered the long-term implications of this financial decision.,POSITIVE,0.659375,0.8767021687788665,297,42,6,1,0,1,0,0.17164177612387937,1,0.21537009686967978,0,0.26543558721002186
5143,business,Need funding for business expansion. I have various growth opportunities planned. My financial situation is normal with regular income. I am committed to meeting my financial commitments. I have carefully planned my budget to accommodate this loan payment.,NEUTRAL,0.5041666666666667,0.8452551872214962,256,38,6,0,0,1,1,0.1878393015301911,0,0.23058912227000533,0,0.27366504469172376
5144,home_improvement,Want to make some upgrades to my house. I have a few different improvement projects planned. I have consistent income and average credit score. I plan to manage this loan responsibly. I have carefully planned my budget to accommodate this loan payment.,NEUTRAL,0.5,0.9163528881689345,252,42,6,0,0,1,0,0.17103564170016333,0,0.21302329591427846,0,0.268753127737156
5145,home_improvement,Need urgent home repairs but my financial situation is tight.,NEGATIVE,0.4553571428571428,0.8836478022724965,61,10,2,0,0,1,0,0.1307632840941139,0,0.1798008646848938,0,0.22249262866648634
5146,home_improvement,Looking to do some home renovations. I have several areas that need updating. I have standard credit history and stable employment. I will maintain my payment schedule. I have carefully planned my budget to accommodate this loan payment.,NEUTRAL,0.4833333333333333,0.7406314852602747,237,38,6,1,0,1,0,0.1747047693406175,1,0.22347294008490998,0,0.27817810072292054
5147,home_improvement,Planning home improvements to update the property. I have various projects in mind. My financial situation is normal with regular income. I will maintain my payment schedule.,NEUTRAL,0.51875,0.9499500135634352,174,27,5,0,0,1,0,0.1458670708429191,1,0.19512687667875747,0,0.25232446905937755
5148,business,Looking to invest in my business. I have several areas that need funding. I have standard credit history and stable employment. I am committed to meeting my financial commitments. I have carefully planned my budget to accommodate this loan payment.,NEUTRAL,0.4875,0.6159164046583132,248,40,6,1,0,1,0,0.18809975075774393,1,0.23781332882478856,1,0.28295272801361254
5149,debt_consolidation,I want to consolidate my existing debts into one loan. I have various credit cards and personal loans. My employment is stable and I have typical payment history. I am committed to meeting my financial commitments.,NEUTRAL,0.4791666666666667,0.7884158069270816,214,36,5,1,0,1,0,0.2018897406844692,0,0.2482270828537813,0,0.29950938370824776
5150,business,Starting a new business venture with a solid business plan.,POSITIVE,0.5227272727272727,0.887095491865759,59,10,2,0,0,0,0,0.09727688833752926,0,0.14891618610695426,0,0.18644772598730638
5151,home_improvement,Need emergency repairs on my home due to water damage. My income has been reduced recently. My income has been reduced recently and I have some payment issues. I am worried about my financial situation. I have discussed this with my financial advisor and feel confident about this decision.,NEGATIVE,0.53125,0.6164949213062253,290,49,6,1,1,1,1,0.19686172871211366,0,0.23522228386787924,0,0.28685432544831896
5152,medical,Emergency medical expenses that insurance won't cover. My income has been reduced due to illness. I have some payment problems and my income is irregular. I am worried about my financial situation.,NEGATIVE,0.4791666666666667,0.9414532360812295,197,32,5,0,1,1,0,0.16543481206338878,0,0.21288775253747633,0,0.28050633618208
5153,home_improvement,Want to make some upgrades to my house. I have a few different improvement projects planned. My employment is stable and I have typical payment history. I understand my financial obligations.,NEUTRAL,0.4541666666666666,0.7679244242555917,191,31,5,1,0,1,0,0.16780702002503806,0,0.21809409212260852,0,0.2563174493708672
5154,education,Looking to finance my education. I have several educational expenses to pay. I have a regular income and standard credit history. I understand my financial obligations.,NEUTRAL,0.525,0.7820560197319308,168,26,5,0,0,1,0,0.15456287455630383,0,0.2097017280603825,0,0.2521355468945272
5155,debt_consolidation,Need to consolidate my current debts.,NEUTRAL,0.5,0.9199605432130168,37,6,2,0,0,1,0,0.13765435420079644,1,0.19302842412682197,0,0.24563716520860776
5156,home_improvement,Need urgent home repairs but my financial situation is tight. Have some payment issues recently. I have some payment problems and my income is irregular. I am worried about my financial situation.,NEGATIVE,0.4776785714285714,0.7962519435943343,196,32,5,0,1,1,0,0.16256883972865274,0,0.2179993819486342,0,0.2668491477886784
5157,home_improvement,Planning to renovate my kitchen to increase home value. I have a stable job and good credit history. I have excellent credit history and stable employment. I have a solid plan for managing this debt responsibly.,POSITIVE,0.7375,0.94100829994254,211,36,5,1,0,1,0,0.1264415963981844,1,0.175906727383214,0,0.22104925027577918
5158,business,Need capital for business development.,NEUTRAL,0.5,0.9139243655302444,38,5,2,0,0,0,0,0.10641238046469559,0,0.1473783931343414,0,0.1991894213661856
5159,medical,Need urgent medical treatment but struggling financially. Have missed some payments due to medical bills. My income has been reduced recently and I have some payment issues. I am struggling to manage my current financial obligations. I have considered the long-term implications of this financial decision.,NEGATIVE,0.4921875,0.9023941711876956,306,46,6,0,1,1,0,0.19640326249783008,0,0.25436004668363804,0,0.2932460994138827
5160,education,Trying to pay for education but facing financial difficulties. Have missed some payments recently. My financial situation has been challenging recently. I am concerned about my ability to make payments.,NEGATIVE,0.5625,0.6309612284122911,202,30,5,0,1,1,0,0.15775488178433075,0,0.2163173398593766,1,0.2717731134697691
5161,home_improvement,Planning home improvements to update the property. I have various projects in mind. My employment is stable and I have typical payment history. I will make payments as agreed. I have researched various loan options and believe this is the best choice for my situation.,NEUTRAL,0.6041666666666666,0.6923489318737241,268,45,6,1,0,1,0,0.16799307494999746,1,0.21288835325313582,0,0.2689712798027301
5162,home_improvement,Planning to renovate my kitchen to increase home value. I have a stable job and good credit history. My financial situation is stable with consistent income and good credit. I am confident in my ability to repay this loan.,POSITIVE,0.715,0.9231455153813356,222,39,5,1,0,1,0,0.12281388950464146,0,0.1825331610998611,0,0.23954316495255842
5163,education,Need education funding but my financial situation is tight. Have some credit problems. My financial situation has been challenging recently. I am facing financial challenges.,NEGATIVE,0.5267857142857143,0.8821100636754742,174,25,5,0,0,1,0,0.15518015767061205,0,0.21183422175392522,1,0.2574940822149607
5164,home_improvement,Need urgent home repairs but my financial situation is tight. Have some payment issues recently. My credit has suffered due to recent financial difficulties. I am uncertain about my ability to repay.,NEGATIVE,0.4747023809523809,0.9418609977914254,199,32,5,0,1,1,0,0.16083754931279018,0,0.20326928357096685,0,0.264042243423086
5165,business,Expanding my successful small business. I have excellent credit and proven track record. I have stable income and good credit score with no late payments. I have carefully considered this financial decision.,POSITIVE,0.6607142857142857,0.9201497449003572,207,32,5,1,0,1,0,0.14886286415957606,0,0.19293009390395696,1,0.24844052487774618
5166,home_improvement,Want to make some upgrades to my house.,NEUTRAL,0.5,0.7002435715763793,39,8,2,0,0,0,0,0.09266323981561166,0,0.1360803043862387,0,0.19351906128163937
5167,debt_consolidation,Trying to consolidate debts but my credit score has dropped due to missed payments.,NEGATIVE,0.4375,0.8330064512603028,83,14,2,0,0,1,0,0.16379702288025538,0,0.2119888179730253,0,0.2661507319740068
