id,purpose,description,sentiment,sentiment_score,sentiment_confidence,text_length,word_count,sentence_count,has_positive_words,has_negative_words,has_financial_terms
6640,medical,Need urgent medical treatment but struggling financially.,NEGATIVE,0.5,0.7249387466649364,57,7,2,0,1,1
6641,home_improvement,Want to make some upgrades to my house. I have a few different improvement projects planned. I have consistent income and average credit score. I am committed to meeting my financial commitments.,NEUTRAL,0.49,0.9243632866990473,195,32,5,0,0,1
6642,business,Need funding for business expansion. I have various growth opportunities planned. My employment is stable and I have typical payment history. I will maintain my payment schedule.,NEUTRAL,0.4583333333333333,0.7422003153696413,178,27,5,1,0,1
6643,debt_consolidation,Trying to consolidate debts but my credit score has dropped due to missed payments. Need help getting back on track. I've been struggling financially and have missed some payments. I am facing financial challenges.,NEGATIVE,0.484375,0.6760045292192921,214,34,5,0,1,1
6644,education,Need funding for educational expenses. I have various education costs to cover. I have standard credit history and stable employment. I understand my financial obligations. I have discussed this with my financial advisor and feel confident about this decision.,NEUTRAL,0.5625,0.761934965459488,260,39,6,1,0,1
6645,debt_consolidation,I have multiple credit cards maxed out and need to consolidate before they go to collections.,NEGATIVE,0.5,0.9268081141604774,93,16,2,0,0,1
6646,debt_consolidation,Need to consolidate debts because I'm struggling to make minimum payments.,NEGATIVE,0.5,0.7992879079110079,74,11,2,0,1,1
6647,medical,Looking to finance medical treatment.,NEUTRAL,0.5,0.9403515023332978,37,5,2,0,0,0
6648,business,Need funding for business expansion. I have various growth opportunities planned. I have consistent income and average credit score. I will maintain my payment schedule. I have carefully planned my budget to accommodate this loan payment.,NEUTRAL,0.5,0.66613033693527,238,36,6,0,0,1
6649,education,Need funding for educational expenses.,NEUTRAL,0.625,0.9025925164311409,38,5,2,0,0,0
6650,home_improvement,Planning home improvements to update the property. I have various projects in mind. I have standard credit history and stable employment. I plan to manage this loan responsibly.,NEUTRAL,0.5333333333333333,0.6518133781495612,177,28,5,1,0,1
6651,medical,Scheduling important medical treatment. I have strong credit and stable employment. My employment is secure and I have strong payment history. I am optimistic about my financial future.,POSITIVE,0.6190476190476191,0.8438861357095041,185,28,5,1,0,1
6652,business,Looking to invest in my business. I have several areas that need funding. I have a regular income and standard credit history. I understand my financial obligations.,NEUTRAL,0.5,0.8807144162302158,165,27,5,0,0,1
6653,debt_consolidation,I have multiple credit cards maxed out and need to consolidate before they go to collections. My income is irregular. I have some payment problems and my income is irregular. I am struggling to manage my current financial obligations. I have discussed this with my financial advisor and feel confident about this decision.,NEGATIVE,0.55,0.6117587513598177,322,53,6,1,1,1
6654,medical,Scheduling important medical treatment. I have strong credit and stable employment. I have stable income and good credit score with no late payments. I am optimistic about my financial future. I have researched various loan options and believe this is the best choice for my situation.,POSITIVE,0.649074074074074,0.6160503532838028,285,46,6,1,0,1
6655,business,Trying to save my struggling business. Sales have been declining and I'm behind on some payments. I have some payment problems and my income is irregular. I am worried about my financial situation.,NEGATIVE,0.4,0.9067933181334785,197,33,5,0,1,1
6656,medical,Need urgent medical treatment but struggling financially. Have missed some payments due to medical bills. My credit has suffered due to recent financial difficulties. I am struggling to manage my current financial obligations.,NEGATIVE,0.4861111111111111,0.8882992547462047,226,33,5,0,1,1
6657,education,Need education funding but my financial situation is tight. Have some credit problems. My income has been reduced recently and I have some payment issues. I am worried about my financial situation.,NEGATIVE,0.47767857142857145,0.6515739627533297,197,32,5,0,1,1
6658,debt_consolidation,I have multiple credit cards maxed out and need to consolidate before they go to collections. My income is irregular. I have some payment problems and my income is irregular. I am struggling to manage my current financial obligations. I have discussed this with my financial advisor and feel confident about this decision.,NEGATIVE,0.55,0.9219469361842929,322,53,6,1,1,1
6659,medical,Scheduling important medical treatment. I have strong credit and stable employment. I have excellent credit history and stable employment. I have a solid plan for managing this debt responsibly.,POSITIVE,0.6694444444444445,0.7116990402715183,194,29,5,1,0,1
6660,medical,Emergency medical expenses that insurance won't cover. My income has been reduced due to illness. My financial situation has been challenging recently. I am uncertain about my ability to repay. I have considered the long-term implications of this financial decision.,NEGATIVE,0.53125,0.7118626801969781,266,40,6,0,1,1
6661,medical,Need funding for medical expenses.,NEUTRAL,0.5,0.6659242562140707,34,5,2,0,0,0
6662,business,Trying to save my struggling business.,NEGATIVE,0.5,0.8058005527793288,38,6,2,0,1,0
6663,debt_consolidation,Need to consolidate debts because I'm struggling to make minimum payments. Have some late payments recently. I've been struggling financially and have missed some payments. I am struggling to manage my current financial obligations. I have compared different lenders and found this to be the most suitable option.,NEGATIVE,0.546875,0.7800676376060358,313,48,6,0,1,1
6664,medical,Looking to finance medical treatment. I have several medical bills to pay. My financial situation is normal with regular income. I understand my financial obligations. I have compared different lenders and found this to be the most suitable option.,NEUTRAL,0.56,0.7408705300046998,248,39,6,0,0,1
6665,education,Need funding for educational expenses. I have various education costs to cover. My financial situation is normal with regular income. I will make payments as agreed.,NEUTRAL,0.54,0.7934589939588645,165,26,5,0,0,1
6666,business,Need capital for business development. I have different projects that require financing. I have a regular income and standard credit history. I will make payments as agreed.,NEUTRAL,0.5,0.7012532204089774,173,27,5,0,0,1
6667,medical,Emergency medical expenses that insurance won't cover. My income has been reduced due to illness. I've been struggling financially and have missed some payments. I am struggling to manage my current financial obligations. I have compared different lenders and found this to be the most suitable option.,NEGATIVE,0.5578125,0.8870158872193796,302,47,6,0,1,1
6668,business,Need capital for business development. I have different projects that require financing. My financial situation is normal with regular income. I am committed to meeting my financial commitments. I have compared different lenders and found this to be the most suitable option.,NEUTRAL,0.575,0.9283960598544002,275,42,6,0,0,1
